"基本数量ＩＤ","数量タイプ","単位","総数量","１Ｆ","２Ｆ","３Ｆ","Ｂ１Ｆ","Ｂ２Ｆ"
"住ベシート防水（ＨＳ）（ＢＡＬ壁際立上り）202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（デザインＢＡＬ立上り）202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（デザインＢＡＬ立上り）202204展開【差分追加】","実数","ｍ","0","","","","",""
"住ベシート防水（ＨＳ）（デザインＢＡＬ立上り）202204展開【合算】","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（腰壁ＢＡＬ）202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（腰壁ＢＡＬ）202204展開【差分追加】","実数","ｍ","0","","","","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（腰壁ＢＡＬ）202204展開【合算】","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（デザインＢＡＬ）202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（デザインＢＡＬ）202204展開【差分追加】","実数","ｍ","0","","","","",""
"住ベシート防水（ＨＳ）（単純段差ＢＡＬ溝部）（デザインＢＡＬ）202204展開【合算】","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）（２階玄関立上り）202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）オーバーフロー202204展開","実数","ケ所","0","0","0","0","",""
"住ベシート防水（ＨＳ）支柱脚部202204展開","実数","ケ所","0","0","0","0","",""
"住ベシート防水（ＨＳ）平面斜め１３５°202204展開","実数","ケ所","0","0","0","0","",""
"住ベシート防水（ＨＳ）独立柱202204展開","実数","ケ所","0","0","0","0","",""
"住ベシート防水（ＨＳ）（避難ハッチ部）202307演算式修正","実数","ケ所","0","0","0","0","",""
"住ベシート防水（ＨＳ）（平部）片廊下202204展開","実数","㎡","0","0","0","0","",""
"住ベシート防水（ＨＳ）（立上り）片廊下202204展開","実数","ｍ","0","0","0","0","",""
"住ベシート防水（ＨＳ）ドーム型トップライト202204展開","実数","ケ所","0","0","0","0","",""
"■ロッジア　案件対応調整","","","0","","","","",""
"ロッジア化粧梁軒天井関連部材202110展開","実数","ｍ","0","0","0","0","",""
"ロッジア用笠木長さ202110展開","実数","ｍ","0","0","0","0","",""
"内部足場架払リース料（ロッジア）","実数","ケ所","0","0","0","0","",""
"ロジア部梁化粧工事","実数","ｍ","0","0","0","0","",""
"■上階床下げ（－２４０　案件対応調整※積算補助入力対応","","","0","","","","",""
"上階床下げ（－２４０）面積＜差額＞　ＨＳ請負１便","実数","㎡","0","0","0","0","",""
"上階床下げ（－２４０）面積　ＨＳ２Ｇ","実数","㎡","0","0","0","0","",""
"■上階床下げ６００　案件対応調整","","","0","","","","",""
"ダウンフロア（６００ｍｍ下げ）＜差額＞201811展開","実数","㎡","0","0","0","0","",""
"ダウンフロア（６００ｍｍ下げ）　可搬式作業台リース料201811展開","実数","式","0","0","0","0","",""
"■オーバーハング＋ビルトインガレージ　案件対応調整","","","0","","","","",""
"布基礎ＯＨ＋ガレージ201607展開","実数","ｍ","0","","","","",""
"布基礎ＯＨ＋ガレージ耐力３連用201607展開","実数","ｍ","0","","","","",""
"■エアロハス","","","0","","","","",""
"［エアロハス］木床パネル設置工事（２階建）201801展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］木床Ｐ目板設置工事（２階建）201801展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］木床パネル設置工事（３階建）201801展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］木床Ｐ目板設置工事（３階建）201801展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］基礎給気口　１ヶ所当たり1804展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］　平屋用換気経路　１ヶ所当たり202005展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］　２階建用換気経路　１ヶ所当たり202005展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］　３階建用換気経路　１ヶ所当たり202005展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］空調ユニット （平屋建）　１ヶ所当たり202301展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］空調ユニット （２階建）　１ヶ所当たり202301展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］空調ユニット （３階建）　１ヶ所当たり202301展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（５分岐用）（２階建）202201展開","実数","式","1","0","1","0","",""
"［エアロハス］階間ダクト＋吹出口（６分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（７分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（１０分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（１１分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（１２分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（１３分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］階間ダクト＋吹出口（１４分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（５分岐用）（２階）202201展開","実数","式","1","0","1","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（６分岐用）（２階）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（７分岐用）（２階）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（１０分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（１１分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（１２分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（１３分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"［エアロハス］小屋裏ダクト＋吹出口（１４分岐用）（２階建）202201展開","実数","式","0","0","0","0","",""
"■エアロハス及び個別換気用エコナビ搭載換気システムＨＥＰＡ＋","","","0","","","","",""
"■エアロハス及び熱交換換気システムＨＥＰＡ＋","","","0","","","","",""
"■エアロハス　共通","","","0","","","","",""
"［エアロハス］エアロハス用天井埋込ファン　１台202401展開","実数","式","0","0","0","0","",""
"［エアロハス］エアロハス用天井埋込ファン　２台202401展開","実数","式","0","0","0","0","",""
"エアロハスのＡｉＳＥＧ設定作業202011展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］ＬＡＮ配線工事201901展開","実数","セット","1","0","1","0","",""
"［エアロハス］エアロハス配線引込工事1904展開","実数","式","1","0","1","0","",""
"［エアロハス］室外機日除け取付202301展開","実数","式","0","0","0","0","",""
"［エアロハス］室外機日除け、吹出グリル取付202301展開","実数","式","1","0","1","0","",""
"［エアロハス］室外機防雪フード、架台取付202107展開","実数","式","0","0","0","0","",""
"［エアロハス］室外機架台カバー　室外機（防雪フード、架台付）１ヶ所当り202304展開","実数","セット","0","0","0","0","",""
"［エアロハス］室外機　凍結防止ヒーター20231002展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］室外機　凍結防止ヒーター20231002展開【差分追加】","実数","ケ所","0","","","","",""
"［エアロハス］室外機　凍結防止ヒーター20231002展開【合算】","実数","ケ所","0","0","0","0","",""
"エアロハス空調システム追加工事202004展開","実数","式","0","0","0","0","",""
"［エアロハス］空調ユニット＋２２５０建具＜差額＞202210展開","実数","ケ所","0","0","0","0","",""
"［エアロハス］床梁スリーブ孔補修工事費201907改善","実数","式","1","1","0","0","",""
"［エアロハス］部分平屋　階間気密対応202307展開","実数","ｍ","11.8","5.9","5.9","0","",""
"［エアロハス］階間気密対応　一棟一式202301展開","実数","式","1","1","0","0","",""
"［エアロハス］階間気密対応　２・３階外壁外周長　ＨＳ請負202301展開","実数","ｍ","30.6","30.6","0","0","",""
"エアロハス気密施工（外壁際）202301展開","実数","ｍ","19","19","0","0","",""
"エアロハス気密施工（階間気密）202301展開","実数","ｍ","11.8","5.9","5.9","0","",""
"エアロハス気密施工（床柱部）202301展開","実数","式","1","1","0","0","",""
"エアロハス階間気密対策工事202110展開","実数","ｍ","11.8","5.9","5.9","0","",""
"換気コントローラ通信線追加［エアロハス］202001展開","実数","セット","0","0","0","0","",""
"換気コントローラ通信線追加［エアロハス］202001展開【差分追加】","実数","セット","0","","","","",""
"換気コントローラ通信線追加［エアロハス］202001展開【合算】","実数","セット","0","0","0","0","",""
"［エアロハス］階間ダクト差額　ＨＳ２Ｇ202111展開","実数","ケ所","1","0","1","0","",""
"［エアロハス］階間気密対応　２・３階外壁外周長202301展開","実数","ｍ","30.6","30.6","0","0","",""
"■床下げバスユニット土間断熱調整","","","0","","","","",""
"■屋内共用増壁関連2","","","0","","","","",""
"共用部造作用フカシ壁工事202010展開","実数","ｍ","0","0","0","0","",""
"■屋根工事（本体）2","","","0","","","","",""
"■屋根工事（付帯工事）2","","","0","","","","",""
"◆◆◆界壁◆◆◆","","","0","","","","",""
"１階界壁長さ２３８８天井1805展開","実数","ｍ","0","0","0","0","",""
"２階界壁長さ２３８８天井1805展開","実数","ｍ","0","0","0","0","",""
"１階界壁長さ２３８８→２４８８天井＜差額＞1805展開","実数","ｍ","0","0","0","0","",""
"界壁組立（壁）（軽鉄下地）１階1805展開","実数","ｍ","0","0","0","0","",""
"界壁組立（壁）（軽鉄下地）２階1805展開","実数","ｍ","0","0","0","0","",""
"小屋裏界壁長さプレカット（２階建）（現場組）201811展開","実数","ｍ","0","0","0","0","",""
"小屋裏吸音材減分差額（２階建）ＨＳ２Ｇ1910展開","実数","ｍ","0","0","0","0","",""
"HS小屋裏界壁組立プレカット（現場組）201811展開","実数","ｍ","0","0","0","0","",""
"１階床パネル加工（界壁際）（集合）","実数","ｍ","0","0","0","0","",""
"共用廊下壁長さ＜差額＞","実数","ｍ","0","0","0","0","",""
"内部共用廊下壁　外壁９．５ふかし壁長さ＜差額＞201708改善","実数","ｍ","0","0","0","0","",""
"内部共用廊下壁　外壁石膏ボード９．５ｍｍ増貼","実数","㎡","0","0","0","0","",""
"屋内共用廊下壁貼り分けアルミ見切1805展開","実数","ｍ","0","0","0","0","",""
"高断熱共用廊下壁増貼1805展開","実数","Ｐ","0","0","0","0","",""
"高断熱共用廊下壁増貼工事1805展開","実数","㎡","0","0","0","0","",""
"◆◆◆店舗区画壁◆◆◆","","","0","","","","",""
"１階店舗区画壁長さ２３８８天井1805展開","実数","ｍ","0","0","0","0","",""
"２階店舗区画壁長さ２３８８天井1805展開","実数","ｍ","0","0","0","0","",""
"１階店舗区画壁長さ２３８８→２４８８天井＜差額＞1805展開","実数","ｍ","0","0","0","0","",""
"店舗区画壁組立（壁）（軽鉄下地）１階1805展開","実数","ｍ","0","0","0","0","",""
"店舗区画壁組立（壁）（軽鉄下地）２階1805展開","実数","ｍ","0","0","0","0","",""
"１階床パネル加工（店舗区画壁際）（集合）201704展開","実数","ｍ","0","0","0","0","",""
"店舗区画壁部　配線貫通処理201704展開","実数","ケ所","0","","","","",""
"店舗区画壁内部柱　防火被覆取付201704展開","実数","ケ所","0","0","0","0","",""
"◆◆◆ＡＬＣ界床◆◆◆","","","0","","","","",""
"２・３階床ユニット面積　ＡＬＣ界床仕様差額　一般耐火","実数","P2","0","0","0","0","",""
"天井捨貼（１枚貼）（ＡＬＣ界床増貼）","実数","㎡","0","0","0","0","",""
"防火部材（ヒートメール・集合）（界床貫通）給水・給湯","実数","ケ所","0","","","","",""
"◆◆◆賃貸併用関連◆◆◆","","","0","","","","",""
"賃貸併用屋内土足廊下床材＜差額＞（請負外）","実数","㎡","0","0","0","0","",""
"■【床断熱仕様】床下げバスユニット土間断熱調整","","","0","","","","",""
"◆◆◆ＡＬＣ　２・３階事務所・教室床◆◆◆","","","0","","","","",""
"◆◆◆半地下収納関連◆◆◆","","","0","","","","",""
"◆◆◆エレベーター◆◆◆","","","0","","","","",""
"パナソニックホームエレベーター「１４１８フォレストＵｉ」（遮煙機能付）（２）（2023年7月仕様）202307展開","実数","式","0","0","0","0","",""
"パナソニックホームエレベーター「１４１８フォレストＵｉ」（遮煙機能付）（３）（2023年7月仕様）202307展開","実数","式","0","0","0","0","",""
"パナソニックホームエレベーター「ＸＬワイドＵｉ」（遮煙機能付）（２）（2023年7月仕様）202307展開","実数","式","0","0","0","0","",""
"パナソニックホームエレベーター「ＸＬワイドＵｉ」（遮煙機能付）（３）（2023年7月仕様）202307展開","実数","式","0","0","0","0","",""
"パナソニックホームエレベーター「ＸＬミディモダンＵｉ」（遮煙機能付）（２）（2023年7月仕様）202307展開","実数","式","0","0","0","0","",""
